source,job_id,title,company,city,location_full,country,zip,salary_min,salary_max,salary_period,salary_currency,employment_type,date_posted,valid_through,tags,category,description,requirements,what_we_offer,contact_name,contact_email,url,direct_apply,remote
randstad,38198,Data Scientist (with Operations Research focus),Randstad Hungary,Budapest,Budapest,HU,,,,MONTH,HUF,FULL_TIME,2026-05-27,,it-telekom,it-telekom,"Cégleírás / Organisation/DepartmentAs a Data Scientist, you will work on developing innovative data-driven solutions that improve airline operations, planning, and digital products. You translate complex business challenges into predictive and prescriptive models and turn them into scalable, real-world applications.You will operate in a dynamic environment where data, technology, and business come together to drive smarter decisions across the organization",,,,,https://www.randstad.hu/allasok/data-scientist-with-operations-research-focus_budapest_38198/,True,
randstad,37820,Subject Matter Expert,Randstad Hungary,Budapest,Budapest,HU,,700000,,MONTH,HUF,FULL_TIME,2026-05-27,,penzugy-szamvitel,penzugy-szamvitel,"Cégleírás / Organisation/DepartmentOur partner in the aviation industry is looking for a Subject Matter Expert.The Subject Matter Expert safeguards, manages and monitors the end-to-end processes for one or more of the following areas of focus, RTP, RTR and OTC, including first line incident management.Pozíció leírása / Job descriptionPerformance Monitoring & Governance:Monitor and analyze process performance (Volume/Quality) across sub-processes and extern",,,,,https://www.randstad.hu/allasok/subject-matter-expert_budapest_37820/,True,
randstad,38197,Öntödei gépbeállító,Randstad Hungary,Ecser,Pest,HU,,900000,,MONTH,HUF,FULL_TIME,2026-05-27,,gyartas-termeles,gyartas-termeles,"Pozíció leírása / Job descriptionNagynyomású alumínium öntőgépek beállítása, átállítása és indítása a gyártási terveknek és technológiai utasításoknak megfelelően.Öntőszerszámok (szerszámcserék, installálások) biztonságos felszerelése, levétele és ellenőrzése.Gépparaméterek (hőmérséklet, nyomás, sebességek, ciklusidők, kenés) beállítása és folyamatos felügyelete a stabil minőség érdekében.Próbadarabok öntése, méret- és vizuális ellenőrzése, szükséges korre",,,,,https://www.randstad.hu/allasok/ontodei-gepbeallito_ecser_38197/,True,
randstad,38185,Office Manager,Randstad Hungary,Budapest,Budapest,HU,,800000,,MONTH,HUF,FULL_TIME,2026-05-27,,asszisztens-recepcio,asszisztens-recepcio,"Cégleírás / Organisation/DepartmentÜgyfelünk egy több mint 40 éve működő, magyar tulajdonú építőipari vállalat, amely széles körű tapasztalattal rendelkezik lakó- és nem lakóépületek, ipari létesítmények, sportlétesítmények és középületek generálkivitelezésében, valamint karbantartásában. Szolgáltatásai közé tartozik az építési projektek teljes körű lebonyolítása, az épületek karbantartása, valamint ingatlanfejlesztés és -hasznosítás.Pozíció leírása / Job",,,,,https://www.randstad.hu/allasok/office-manager_budapest_38185/,True,
randstad,37944,freight cost specialist - fixed term,Randstad Hungary,Biatorbágy,Pest,HU,,800000,,MONTH,HUF,FULL_TIME,2026-05-27,,logisztika-beszerzes,logisztika-beszerzes,"Cégleírás / Organisation/DepartmentOur market-leading partner in the development and production of polymer-based products, which offers innovative system solutions in many areas, is looking for a new colleague to join its team in Biatorbágy. If you are looking for the challenges of an internationally recognized company with a stable background, this is the place for you!  This position acts as a specialized bridge between the company’s shipping locations a",,,,,https://www.randstad.hu/allasok/freight-cost-specialist-fixed-term_biatorbagy_37944/,True,
randstad,38196,Recruitment Consultant Tatabánya,Randstad Hungary,Tatabánya,Komárom-Esztergom,HU,,,,MONTH,HUF,FULL_TIME,2026-05-27,,hr-munkaugy,hr-munkaugy,"Cégleírás / Organisation/DepartmentA Randstad az innovatív technológia és az emberi kapcsolatok erősítése révén lett az utóbbi években a világ legnagyobb HR szolgáltatója. Magyarországon 2004-ben mindössze pár fővel indultunk el Budapesten, ma már 100+ kolléga dolgozik nálunk 4 különböző városban, de a nagy méretünk ellenére egy igazán szerethető munkahely tudtunk maradni. Hiszünk a pozitív és a konstruktív visszajelzés erejében, vállalati kultúránk fontos",,,,,https://www.randstad.hu/allasok/recruitment-consultant-tatabanya_tatabanya_38196/,True,
randstad,37688,Logisztikai koordinátor,Randstad Hungary,Budapest,Budapest,HU,,700000,,MONTH,HUF,FULL_TIME,2026-05-27,,logisztika-beszerzes,logisztika-beszerzes,"Cégleírás / Organisation/DepartmentSzeretnél egy olyan különleges logisztikai területen dolgozni, ahol nem csak árukat, hanem életeket és otthonokat mozgatsz országhatárokon át? Partnerünk egy nemzetközi költöztető vállalat, amely globális ügyfelei számára nyújt prémium szolgáltatásokat. Jelenleg budapesti csapatukba keresik új, lelkes kollégájukat Logisztikai ügyintéző pozícióba. 📝Pozíció leírása / Job descriptionÜgyfélakták nyitása és a költözéssel kapc",,,,,https://www.randstad.hu/allasok/logisztikai-koordinator_budapest_37688/,True,
randstad,38195,Software engineering manager,Randstad Hungary,Budapest,Budapest,HU,,,,MONTH,HUF,FULL_TIME,2026-05-26,,it-telekom,it-telekom,"Cégleírás / Organisation/DepartmentWe are seeking an experienced Software Engineering Manager to lead a team building and scaling our Client's data infrastructure. Manages a team of Software Engineers, focusing on project delivery, team performance, and day-to-day operations. Ensures alignment with business goals and engineering standards.  Partners with senior leaders to align software delivery with organizational goals. Pozíció leírása / Job descriptionD",,,,,https://www.randstad.hu/allasok/software-engineering-manager_budapest_38195/,True,
randstad,37662,Business Support & Analysis Manager,Randstad Hungary,Budapest,Budapest,HU,,,,MONTH,HUF,FULL_TIME,2026-05-26,,penzugy-szamvitel,penzugy-szamvitel,"Cégleírás / Organisation/DepartmentAlpha is bringing their impressive global success story to Hungary, building a brand-new Global Business Center in Budapest. We want you to be a foundational part of it. This is a rare chance to join a firm that prioritizes an inclusive culture and service excellence from day one.We are looking for a Business Support & Analysis Manager to join our Change (Operations) team. Join a great international team where the culture",,,,,https://www.randstad.hu/allasok/business-support-analysis-manager_budapest_37662/,True,
randstad,38194,Partner Manager (m/w/d) - Secure Collaboration SaaS (DACH/NL),Randstad Hungary,München,München,HU,,,,MONTH,HUF,FULL_TIME,2026-05-26,,it-telekom,it-telekom,"Cégleírás / Organisation/DepartmentOur partner believes that professionals in every organization should have a secure and intuitive way to collaborate on sensitive and confidential information. Their platform empowers departments, teams, and solo entrepreneurs to engage efficiently with coworkers, customers, and partners by providing secure solutions.As pioneers in privacy and security technology, they are dedicated to addressing the needs of today’s digit",,,,,https://www.randstad.hu/allasok/partner-manager-mwd-secure-collaboration-saas-dachnl_munchen_38194/,True,
randstad,37786,Senior Supply Planner,Randstad Hungary,Budapest,Budapest,HU,,800000,,MONTH,HUF,FULL_TIME,2026-05-26,,logisztika-beszerzes,logisztika-beszerzes,"Cégleírás / Organisation/DepartmentOur partner, Henkel Hungary, is a leading player in the chemical and consumer goods industry, backed by nearly 150 years of global heritage and over 35 years of successful presence in the Hungarian market. They are the force behind world-renowned brands such as Persil, Schwarzkopf, and Loctite.Operating across two major business units, Consumer Brands and Adhesive Technologies. Henkel is dedicated to delivering market-lea",,,,,https://www.randstad.hu/allasok/senior-supply-planner_budapest_37786/,True,
randstad,38178,Cash Collector - French speaking,Randstad Hungary,Budapest,Budapest,HU,,700000,,MONTH,HUF,FULL_TIME,2026-05-26,,penzugy-szamvitel,penzugy-szamvitel,"Cégleírás / Organisation/DepartmentDo you value stability, an international environment, and a healthy work-life balance? Are you a fluent French speaker looking for a role where your language skills are essential every day?Our partner, is a pioneer in their industry, operating with unbeatable technology around the globe.  We are looking for a new team member to join their, dynamic French-speaking Cash Collection team in their Business Service Center in Bu",,,,,https://www.randstad.hu/allasok/cash-collector-french-speaking_budapest_38178/,True,
randstad,37029,IT security sales,Randstad Hungary,Budapest,Budapest,HU,,,,MONTH,HUF,FULL_TIME,2026-05-26,,it-telekom,it-telekom,"Cégleírás / Organisation/DepartmentÜgyfelünk, egy magyar tulajdonú disztribútor, amely 17 éve van jelen a piacon, és dinamikusan növekszik. A cég informatikai termékek, elsősorban az IT biztonsági termékek disztribúciójára specializálódott csapatába keres ambiciózus és tapasztalt IT security sales kollégát. Pozíció leírása / Job descriptionIT security értékesítésben a hangsúly a viszonteladó partnereken keresztüli B2B értékesítés lesz.Disztribúciós partner",,,,,https://www.randstad.hu/allasok/it-security-sales_budapest_37029/,True,
